entityId	entitySourceCode	entity	codeType	code	source
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010102960	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010102986	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103285	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103409	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103450	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103494	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103709	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103747	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103820	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103830	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103843	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103860	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103868	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103879	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103891	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103893	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010103901	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010104082	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010104181	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010105856	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010105858	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010105878	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010105893	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010202615	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010202743	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010202891	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010202986	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043010203891	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020100166	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020101190	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020101343	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020102615	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020102625	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020102661	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020102816	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020102891	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020102973	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020102986	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020103285	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020103450	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020103493	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020103868	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020103893	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020104181	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020105893	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020202661	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020203450	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020203493	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020203868	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020302661	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020303450	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020303493	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020402661	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020502661	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043020602661	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043030101174	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043030102891	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479640277801	1034	艾附暖宫丸	医保药品分类与代码	ZD03AAA0043030103493	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821103060	618	爱普列特片	医保药品分类与代码	XG04CBA088A001010101467	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821103060	618	爱普列特片	医保药品分类与代码	XG04CBA088A001010201467	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821103060	618	爱普列特片	医保药品分类与代码	XG04CBA088A001010301467	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821103060	618	爱普列特片	医保药品分类与代码	XG04CBA088A001010401467	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479639117566	1001	安宫止血颗粒	医保药品分类与代码	ZD01CAA0063010104080	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1705052517347102257	124	奥特康唑胶囊	医保药品分类与代码	XJ02ACA397E001010184811	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1705052517347102257	124	奥特康唑胶囊	医保药品分类与代码	XJ02ACA397E001010284811	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479634566853	1033	百草妇炎清栓	医保药品分类与代码	ZD02BAB0480010105433	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479634566853	1033	百草妇炎清栓	医保药品分类与代码	ZD02BAB0480010105445	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479634566853	1033	百草妇炎清栓	医保药品分类与代码	ZD02BAB0480010205445	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479634566853	1033	百草妇炎清栓	医保药品分类与代码	ZD02BAB0480010305445	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479634566853	1033	百草妇炎清栓	医保药品分类与代码	ZD02BAB0480020105433	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479634566853	1033	百草妇炎清栓	医保药品分类与代码	ZD02BAB0480020105445	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479634566853	1033	百草妇炎清栓	医保药品分类与代码	ZD02BAB0480030105433	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010101985	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010105377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010205377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010305377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010405377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010505377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010605377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010705377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010805377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236010905377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236011005377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632318717	★(1023)	保妇康凝胶	医保药品分类与代码	ZD02BAB0236011105377	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632385282	1023	保妇康栓	医保药品分类与代码	ZD02BAB0238010105763	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632385282	1023	保妇康栓	医保药品分类与代码	ZD02BAB0238010205763	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632385282	1023	保妇康栓	医保药品分类与代码	ZD02BAB0238010305763	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632385282	1023	保妇康栓	医保药品分类与代码	ZD02BAB0238010405763	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632385282	1023	保妇康栓	医保药品分类与代码	ZD02BAB0238010505763	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632385282	1023	保妇康栓	医保药品分类与代码	ZD02BAB0238010605763	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632080174	1002	葆宫止血颗粒	医保药品分类与代码	ZD01CAB0277010179304	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632080174	1002	葆宫止血颗粒	医保药品分类与代码	ZD01CAB0277010279304	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632080174	1002	葆宫止血颗粒	医保药品分类与代码	ZD01CAB0277010379304	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632080174	1002	葆宫止血颗粒	医保药品分类与代码	ZD01CAB0277010479304	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479632080174	1002	葆宫止血颗粒	医保药品分类与代码	ZD01CAB0277010579304	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺胶囊	医保药品分类与代码	XL02BBB085E001010102970	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺胶囊	医保药品分类与代码	XL02BBB085E001010202970	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺胶囊	医保药品分类与代码	XL02BBB085E001010302970	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010100662	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010100665	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010101359	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010101749	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010104641	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010178241	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010179179	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010182983	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010200662	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010200665	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010204641	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010279179	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010304641	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1742395168821102130	945	比卡鲁胺片	医保药品分类与代码	XL02BBB085A001010404641	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592723135	1041	产复康颗粒	医保药品分类与代码	ZD03AAC0319010100519	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592723135	1041	产复康颗粒	医保药品分类与代码	ZD03AAC0319010103996	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592723135	1041	产复康颗粒	医保药品分类与代码	ZD03AAC0319010104557	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592723135	1041	产复康颗粒	医保药品分类与代码	ZD03AAC0319010200519	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592723135	1041	产复康颗粒	医保药品分类与代码	ZD03AAC0319010300519	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592723135	1041	产复康颗粒	医保药品分类与代码	ZD03AAC0319020100519	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592723135	1041	产复康颗粒	医保药品分类与代码	ZD03AAC0319020103996	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592723135	1041	产复康颗粒	医保药品分类与代码	ZD03AAC0319020104557	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325010102058	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325010104152	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325010105325	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325010202058	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325010205325	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325020102058	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325020104152	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325020204152	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325020304152	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677479592307486	1000	产后逐瘀胶囊	医保药品分类与代码	ZD01BAC0325030105325	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677492287132473	913	醋酸阿比特龙片	医保药品分类与代码	XL02BBA292A001010100647	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677492287132473	913	醋酸阿比特龙片	医保药品分类与代码	XL02BBA292A001010101467	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
1567677492287132473	913	醋酸阿比特龙片	医保药品分类与代码	XL02BBA292A001010101523	《医疗保障基金智能监管规则库、知识库（2025年版）》“药品区分性别使用”规则对应知识点明细
